TDE,Observation Information,Observation Information,Observation Information,Observation Information,Counts,Counts,Counts,Counts,Poisson Analysis,Poisson Analysis,Poisson Analysis,Count Rate,Count Rate,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,
IC 3599,2999,c11,52340.9,10173.4,389.378,19.8,2.622,0.163,0,1,D,0.0425269,0.00216251,0.0127,,,3.79,-0.55,0.61,0.9 (10 ),1.06E-13,9.35E-14,1.25E-13,1.06E+41,9.39E+40,1.25E+41,215.353,15.4756,34.2756,6.18667,9.443,3.163,chandra
IGR J17361-4441,5505,c12,53481.1,44573.8,504.049,23.354,40.951,0.638,0,1,D,0.0125647,0.000582156,0.7,-0.16,0.2,3.78,-0.51,0.62,1.12 (39 ),3.48E-14,3.26E-14,3.62E-14,1.28E+41,1.20E+41,1.34E+41,169.996,14.1022,321.026,19.41,64.467,8.608,chandra
IGR J17361-4441,12453,c13,55802.5,2480.63,267.492,16.707,11.508,0.341,0,1,D,0.119814,0.00748331,0.377,-0.3,0.63,0.638,-0.42,0.47,0.59 (16 ),1.31E-13,1.14E-13,1.41E-13,4.83E+41,4.19E+41,5.20E+41,23.33,5.21222,70.2833,9.02889,168.092,13.231,chandra
LEDA 095953,4203,c14,52851.3,33987.2,7.085,4.598,13.915,0.373,0.98506,0.0149397,U,0.00082076,0,0.0414,,,4.5,,,,8.58E-15,0,0,2.64E+40,0,0,8.01791,0,15.2707,0,11.7967,0,chandra
NGC 1097,1611+2339,c15,51937.5,11082.6,2972.41,53.817,23.59,0.49,0,1,D,0.298005,0.00539554,0.0629,-0.061,0.08,1.42,-0.14,0.15,0.88 (113 ),5.94E-13,5.67E-13,6.30E-13,2.25E+40,2.15E+40,2.39E+40,1081.58,34.91,1189.59,36.4656,765.343,27.695,chandra
NGC 247,12437,c16,55593.6,4990,0.954,1,596.5252525,24.42386645,1,0,U,0.149142,0,0.61,same as chandra fit for this event,,1.98,same as chandra fit for this event,,,3.89E-13,0,0,2.34E+38,0,0,0.610684,0,0.711111,0,1.36948,0,chandra
NGC 247,17547,c17,56973.2,5000,464.97,21.564,381.6363636,19.53551544,0,1,D,0.103327,0.004792,0.61,-0.23,0.27,1.98,-0.35,0.38,0.80 (35 ),2.83E-13,2.61E-13,2.94E-13,1.70E+38,1.57E+38,1.77E+38,53.2544,7.69778,265.263,17.1778,175.575,13.267,chandra
NGC 3599,9556,c18,54491.3,19904.7,228.51,15.299,5.49,0.232,0,1,D,0.0127558,0.000854013,0.0141,,,2.58,-0.32,0.35,0.95 (13 ),3.78E-14,3.42E-14,4.12E-14,5.91E+38,5.34E+38,6.44E+38,112.091,11.1667,50.9033,7.53556,22.86,4.9,chandra
NGC 5905,3006,c19,52551,9625.29,30.088,6.567,12.91,0.36,3.35E-05,0.999966,D,0.00347326,0.000758073,0.0121,,,3.9,,,,2.79E-14,2.19E-14,3.40E-14,7.69E+39,6.02E+39,9.37E+39,16.72,4.44556,12.1067,3.85111,13.5544,0,chandra
NGC 5905,7728+8558,c20,54254.2,70986.8,193.81,14.705,22.18,0.478,0,1,D,0.00303359,0.000230168,0.0121,,,3.9,-0.56,0.66,0.91 (10 ),3.71E-14,2.85E-14,4.52E-14,1.02E+40,7.84E+39,1.25E+40,127.031,11.9678,63.3544,8.46222,13.428,4.128,chandra
PGC 1185375,11314,c21,55500,10200,1.904,1.414,1230.464646,35.07797951,1,0,U,0.145501,0,0.05,,,4.5,,,,1.67E-12,0,0,9.83E+40,0,0,1.25213,0,1.36909,0,2.88843,0,chandra
Pictor A,345,c22,51484.3,1344.67,178.53,13.417,1.467,0.122,0,1,D,0.147521,0.0110866,0.0412,,,0.55,-0.38,0.37,0.88 (8 ),1.69E-13,1.52E-13,1.87E-13,4.46E+41,4.01E+41,4.93E+41,37.2378,6.47889,45.0389,7.11444,87.676,9.381,chandra
Pictor A,346,c23,51561,25834.3,3107.08,55.99,26.92,0.522,0,1,D,0.133633,0.00240808,0.0412,,,0.67,-0.07,0.07,1.07 (159 ),1.56E-13,1.52E-13,1.60E-13,4.11E+41,4.01E+41,4.22E+41,662.209,27.3544,766.208,29.3356,1562.12,39.599,chandra
Pictor A,443,c24,51723.4,5058.59,1631.81,40.833,35.19,0.597,0,1,D,0.358425,0.0089689,0.0405,-0.03,0.03,1.58,-0.13,0.14,0.75 (112 ),3.35E-12,3.24E-12,3.43E-12,8.83E+42,8.54E+42,9.04E+42,712.219,28.4178,683.477,27.8478,332.101,18.441,chandra
Pictor A,11586+12040,c25,55176.3,14300.4,2978.69,55.02,48.31,0.686,0,1,D,0.231439,0.00427495,0.0412,,,1.02,-0.07,0.07,0.92 (149 ),1.97E-13,1.91E-13,2.02E-13,5.19E+41,5.04E+41,5.33E+41,537.492,24.7489,1022.63,34.0144,1315.71,36.471,chandra
Pictor A,14221+14357+15580 +15593,c26,56275.2,146626,16561.22,129.5,196.776,1.425,0,1,D,0.125498,0.000981331,0.0412,,,0.92,-0.03,0.03,1.08 (209 ),2.23E-13,2.20E-13,2.26E-13,5.88E+41,5.80E+41,5.96E+41,2391.09,52.0622,5227.22,76.7933,8145.5,90.602,chandra
Pictor A,3090+4369,c27,52537.2,95485.7,38319.86,196.08,127.138,1.146,0,1,D,0.445906,0.00228167,0.0412,,,1.35,-0.02,0.02,1.31 (292 ),1.63E-12,1.61E-12,1.64E-12,4.30E+42,4.24E+42,4.32E+42,10515.3,108.271,17634.7,140.189,12558.8,112.234,chandra
PS1-10jh,13418,c28,55704,9908.88,1.242,1.737,1.758,0.131,0.827955,0.172045,U,0.000643159,0,0.0129,,,4.5,,,,3.82E-15,0,0,3.21E+41,0,0,0.792309,0,0.701614,0,2.34095,0,chandra
RX J1242-11A,1559,c29,51977.2,4476.98,0,0.093,0.839,0.093,1,0,U,0.00089021,0,0.0352,,,4.5,,,,8.55E-15,0,0,5.03E+40,0,0,0.493627,0,1,0,1.27746,0,chandra
RX J1242-11A,4758,c30,53063.6,6870.5,0,1.007,1.451,0.121,1,0,U,0.000819077,0,0.0352,,,4.5,,,,7.87E-15,0,0,4.63E+40,0,0,1.1652,0,0.610684,0,1.70969,0,chandra
RX J1242-11A,6775,c31,53701.2,17178.1,1.023,2.245,3.977,0.2,0.981314,0.0186856,U,0.000644214,0,0.0352,,,4.5,,,,6.19E-15,0,0,3.64E+40,0,0,1.58378,0,0.967083,0,2.99091,0,chandra
RX J1420+53,3240,c32,52627,9900,0,1.009,1.808,0.133,1,0,U,0.000655652,0,0.0118,,,4.5,,,,3.77E-15,0,0,2.29E+41,0,0,1.15239,0,0.701614,0,3.33987,0,chandra
RX J1420+53,4757+6127,c33,53246.2,9601.19,2.845,2.654,4.155,0.207,0.919465,0.080535,U,0.00118853,0,0.0118,,,4.5,,,,6.84E-15,0,0,4.15E+41,0,0,1.47384,0,1.4194,0,4.52181,0,chandra
RX J1624+75,3007,c34,52532.3,10085.8,3.538,2.455,2.462,0.157,0.445886,0.554114,U,0.000789804,0,0.038,,,4.5,,,,7.90E-15,0,0,7.71E+40,0,0,1.0317,0,1.34629,0,3.04287,0,chandra
SDSS J0159,5777,c35,53615.3,19880.6,14.017,3.874,0.983,0.098,3.47E-12,1,D,0.000783399,0.000216515,0.0266,,,4.5,,,,3.83E-14,2.77E-14,4.89E-14,1.36E+43,9.86E+42,1.74E+43,2.19,1.57111,8.80111,3.14333,4.695,2.237,chandra
SDSS J0952,9814,c36,54501.7,9781.75,7.395,3.166,2.605,0.16,0.0174909,0.982509,D,0.00084,0.000359627,0.0279,,,4.5,,,,7.13E-15,4.07E-15,1.02E-14,1.10E+41,6.30E+40,1.57E+41,4.32444,2.22222,0.875219,0,4.567,2.237,chandra
SDSS J0952,10727,c37,54905.6,16735.2,28.301,5.749,4.699,0.215,2.34E-13,1,D,0.00187901,0.000381697,0.0279,,,4.5,,,,1.60E-14,1.27E-14,1.92E-14,2.47E+41,1.97E+41,2.96E+41,4.29222,2.22222,8.84556,3.14222,13.088,3.743,chandra
SDSS J0952,10728,c38,55110.1,16937.4,29.495,5.748,3.505,0.186,0,1,D,0.00193491,0.000377075,0.0279,,,4.5,,,,1.64E-14,1.32E-14,1.96E-14,2.53E+41,2.05E+41,3.03E+41,4.29222,2.22222,6.47,2.72222,17.107,4.244,chandra
SDSS J1241,10729,c39,55022.1,9519.51,109,10.58,2.041,0.174,0,1,D,0.0127224,0.00123489,0.0938,-0.088,0.31,3.01,-0.85,1.37,0.76 (5 ),4.47E-14,3.05E-14,5.28E-14,1.82E+41,1.24E+41,2.15E+41,59.9444,8.16556,44.3667,7.02778,3.51,2.001,chandra
SDSS J1311,5004,c40,53063.3,19856.1,17.234,4.244,0.766,0.088,0,1,D,0.000964382,0.000237486,0.0182,,,4.5,,,,5.12E-14,3.86E-14,6.38E-14,4.93E+42,3.72E+42,6.13E+42,14.32,4.00667,4.26333,2.22222,2.1142,0,chandra
SDSS J1311,7701,c41,54166.5,4992.36,0,0.037,0.138,0.037,1,0,U,0.000278749,0,0.0182,,,4.5,,,,1.48E-14,0,0,1.43E+42,0,0,0.344444,0,0.344444,0,1.14853,0,chandra
SDSS J1311,1663+540,c42,51782.8,21051.6,0,0.1,0.991,0.1,1,0,U,0.000209932,0,0.0182,,,4.5,,,,1.12E-14,0,0,1.07E+42,0,0,0.959695,0,1.28803,0,2.05698,0,chandra
SDSS J1311,6930+7289,c43,53801.6,151274,14.623,4.478,5.377,0.229,0.00137927,0.998621,D,0.000107407,3.29E-05,0.0182,,,4.5,,,,5.69E-15,3.96E-15,7.44E-15,5.47E+41,3.81E+41,7.16E+41,12.8089,3.85,4.96901,0,7.64098,0,chandra
Swift J1644+57,15584,c44,56257.4,24650.1,0,1.743,3.703,0.193,1,0,U,0.000427131,0,0.0198,,,4.5,,,,3.05E-15,0,0,1.49E+42,0,0,1.71293,0,1.22776,0,3.35081,0,chandra
Swift J1644+57,16091,c45,57070.2,27799.8,2.002,2.458,3.998,0.2,0.908422,0.0915782,U,0.000399543,0,0.0198,,,4.5,,,,2.86E-15,0,0,1.40E+42,0,0,1.28803,0,1.1652,0,3.2434,0,chandra
Swift J2058+05,14975,c46,56383.8,29585.4,0,1.431,4.872,0.221,1,0,U,0.000431662,0,0.0697,,,4.5,,,,5.48E-15,0,0,7.11E+43,0,0,1.51111,0,1.51111,0,4.42215,0,chandra
Swift J2058+05,16498+14976,c47,56596.3,49248.9,0,2.466,7.477,0.282,1,0,U,0.000353764,0,0.0697,,,4.5,,,,4.49E-15,0,0,5.83E+43,0,0,1.91766,0,2.01038,0,6.03104,0,chandra
WINGS J1348,493,c48,51624.3,19629,459.454,23.407,87.546,0.95,0,1,D,0.0260077,0.00132497,0.0885,-0.05,0.06,5.37,-0.8,0.92,0.9661 (26 ),4.90E-14,4.54E-14,5.38E-14,4.53E+41,4.20E+41,4.98E+41,342.902,20.6189,51.2042,0,27.1231,0,chandra
WINGS J1348,494,c49,51532.2,19519.3,625.718,26.756,89.282,0.951,0,1,D,0.0356183,0.00152305,0.025,-0.02,0.05,4.46,-0.6,0.84,1.486 (30 ),6.63E-14,5.91E-14,6.86E-14,6.13E+41,5.47E+41,6.34E+41,459.179,23.58,52.1706,0,27.148,0,chandra
WINGS J1348,3666,c50,52435.7,14416.2,49.347,10.225,54.653,0.744,0.795386,0.204614,U,0.0059217,0,0.05675,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,8.38E-14,0,0,7.75E+41,0,0,34.7833,0,39.8723,0,21.8364,0,chandra
WINGS J1348,10898+10899+10900 +10901,c51,54941.9,61950.5,1.844,11.633,132.156,1.157,1,4.01E-58,U,0.00298883,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,4.23E-14,0,0,3.91E+41,0,0,46.6411,0,94.961,0,57.6916,0,chandra
WINGS J1348,12026+12027+12028 +12029,c52,55309.9,54654.5,0,11.595,146.564,1.206,1,0,U,0.00371796,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,5.26E-14,0,0,4.87E+41,0,0,50.932,0,100.685,0,59.9057,0,chandra
WINGS J1348,13106+13107+13108 +13109+13110+13111 +13112+13113+13412 +13413+13414+13415 +13416+13417,c53,55668.2,195620,0,16.916,312.051,1.777,1,0,U,0.00207344,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,2.94E-14,0,0,2.71E+41,0,0,69.7751,0,214.022,0,140.333,0,chandra
WINGS J1348,14268+14269+14270 +14271+142+72 +14273+14274+14275,c54,56016.2,107057,0,13.415,192.919,1.398,1,0,U,0.00243472,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,3.45E-14,0,0,3.19E+41,0,0,49.3493,0,138.858,0,87.8824,0,chandra
WINGS J1348,15485+15486+15487 +15488+15489+15490 +15491+15492,c55,56404.3,108010,2.996,13.852,187.004,1.374,1,1.08E-77,U,0.00234576,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,3.32E-14,0,0,3.07E+41,0,0,44.3939,0,135.158,0,88.8,0,chandra
WINGS J1348,16432+16433+16434 +16435+16436+16437 +16438+16439+16465 +16466+16467+16468 +16469+16470+16471 +16472,c56,56757.9,221000,0,18.148,330.579,1.83,1,0,U,0.00193627,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,2.74E-14,0,0,2.53E+41,0,0,62.9374,0,223.543,0,154.575,0,chandra
WINGS J1348,5287+5288+5289 +5290+6159+6160 +6161+6162+6163,c57,53262.5,130504,39.286,18.926,315.614,1.787,1,1.73E-87,U,0.00314091,0,0.0568,average of chandra fits for this event,,4.915,average of chandra fits for this event,,,4.45E-14,0,0,4.11E+41,0,0,110.864,0,206.852,0,116.354,0,chandra
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASX J0203,0411980201,x1,53919.2,9527.8,1678,42.6,127.868,2.92,0,1,D,0.220145,0.00558891,0.02,,,1.62,-0.1,0.11,0.99 (53),2.52E-13,2.40E-13,2.63E-13,2.29E+42,2.18E+42,2.39E+42,958.666,35.31,665.083,29.7413,380.066,21.248,xmm
2MASX J0249,0411980401,x2,53930.5,9760,1396,39.5,153.998,3.204,0,1,D,0.168274,0.00476133,0.44,-0.14,0.15,7.7,-0.92,1.06,0.96 (53),4.37E-13,3.97E-13,4.74E-13,3.97E+42,3.60E+42,4.31E+42,1610.75,45.5975,151.584,15.6213,109.243,0,xmm
3XMM J152130.7+074916,"0109930101, 0109930201",x3,51779.3,50830,1503.266,59.326,1493.734,10.491,0.408657,0.591343,U,0.0396497,0,0.026,,,5.18,-0.3,0.31,1.36(72),2.00E-14,0,0,1.90E+42,0,0,1366.57,46.1822,447.246,0,927.394,0,xmm
3XMM J152130.7+074916,0723801501,x4,56676.5,114200,367.452,37.042,945.548,7.687,1,0,U,0.011372,0,0.026,,,5.18,,,,5.76E-15,0,0,5.47E+41,0,0,371.445,0,303.547,0,562.472,0,xmm
ASASSN-14li,0722480201,x5,56999.5,33834.4,21781.062,154.287,1896.938,11.246,0,1,D,0.75736,0.00536479,0.056,,,10,hits upperlimit,hits upperlimit,1.52 (100),5.43E-11,5.43E-11,5.73E-11,5.12E+43,5.12E+43,5.40E+43,26914.8,185.128,432.162,0,1331.46,0,xmm
ASASSN-15lh,0770581201,x6,57344.7,6430,19.728,18.445,313.27,2.69,1,0,U,0.067,0,0.0325,,,4.5,,,,6.42E-14,0,0,1.12E+43,0,0,65.3,0,87.2,0,248,0,xmm
D1-9,"0112681001, 0112681101",x7,52304.7,34034.6,0,,675.782,8.176691262,,,U,0.0276843,0,0.0249,,,4.5,,,,1.70E-14,0,0,6.76E+42,0,0,136.056,0,217.48,0,430.192,0,xmm
D23H-1,0652401401,x8,55559.7,35660,15.533,16.718,247.467,4.062,1,,U,0.00972363,0,0.04,,,4.5,,,,7.51E-15,0,0,7.74E+41,0,0,61.3191,0,84.5608,0,207.332,0,xmm
Dougie,0655800101,x9,55323.6,3780,0,4.903,30.553,1.427,0,0,U,0.0146702,0,0.0128,,,4.5,,,,6.41E-15,0,0,7.07E+41,0,0,11.9116,0,14.0745,0,36.1597,0,xmm
"GRB060218, SN2006aj",0311590801,x10,53786.7,1808.13,93.469,22.489,386.531,5.076,1,1.50E-72,U,0.307994,0,0.1124,,,4.5,,,,3.24E-13,0,0,8.30E+41,0,0,53.6638,0,95.2569,0,357.752,0,xmm
HLX-1,0204540201,x11,53332.5,20234.7,971.454,33.978,166.546,4.058,0,1,D,0.0600117,0.002099,0.0221,,,3.16,-0.31,0.34,0.564 (15),1.81E-13,1.66E-13,1.95E-13,2.01E+41,1.84E+41,2.16E+41,823.038,33.3238,310.111,21.1563,111.57,0,xmm
HLX-1,0560180901,x12,56477,50373.4,4140.8,67.79,414.199,6.4,0,1,D,0.102753,0.00168219,0.0221,,,3.73,-0.08,0.08,1.44 (140),4.09E-13,4.00E-13,4.20E-13,4.53E+41,4.43E+41,4.66E+41,3969.67,72,982.925,37.0675,221.46,0,xmm
HLX-1,0655510201,x13,54798.3,100817,518.93,48.267,1649.08,12.715,1,1.55E-233,U,0.0221438,0,0.0221,,,2.37,-0.41,0.47,1.16 (98),1.21E-14,1.11E-14,1.44E-14,1.34E+40,1.23E+40,1.60E+40,411.886,31.54,441.379,0,794.118,0,xmm
HLX-1,0693060301,x14,56254.1,116356,987.42,48.733,1262.584,11.175,1,3.31E-16,U,0.0147089,0,0.0221,,,2.29,-0.18,0.19,1.28 (83),1.84E-14,1.75E-14,1.93E-14,2.04E+40,1.94E+40,2.14E+40,640.298,37.3375,463.929,0,673.211,0,xmm
HLX-1,0693060401,x15,55330.4,49660,1093.7,40.063,465.324,6.78,0,1,D,0.0275297,0.00100843,0.0221,,,2.61,-0.14,0.15,1.08 (66),5.57E-14,5.26E-14,5.82E-14,6.18E+40,5.83E+40,6.45E+40,817.941,35.3088,410.771,26.4813,270.323,0,xmm
IGR J12580,0658400501,x16,55583.6,6733.94,0,10.995,118.199,2.807,1,0,U,0.0279955,0,0.015,,,2.3,,,,2.63E-14,0,0,9.56E+38,0,0,24.482,0,57.721,0,104.885,0,xmm
IGR J12580,0658400601,x17,55583.7,17912.7,83960.614,292.227,1346.386,9.474,0,1,D,5.85901,0.0203924,10.9,-0.29,0.3,2.3,-0.08,0.08,1.44 (724),3.39E-13,3.32E-13,3.46E-13,1.23E+40,1.21E+40,1.26E+40,545.751,27.83,4181.59,73.3138,80186.6,285.428,xmm
IGR J17361-4441,0146420101,x18,52720,29342.5,4021.528,71.522,1025.472,8.268,0,1,D,0.171318,0.00304686,0.32,-0.05,0.05,2.33,-0.12,0.13,1.13 (200),2.07E-13,2.03E-13,2.10E-13,7.64E+41,7.49E+41,7.75E+41,1610.08,49.5725,2238.33,56.0225,949.197,39.255,xmm
IGR J17361-4441,0679380301,x19,55827.4,42216.7,70339,268.087,1435.92,9.784,0,1,D,1.96016,0.00747089,0.59,-0.02,0.02,1.62,-0.02,0.02,1.26 (1077),4.96E-12,4.93E-12,4.99E-12,1.83E+43,1.82E+43,1.84E+43,416.083,24.8725,885.75,34.7538,396.866,22.561,xmm
LEDA 095953,0086950201,x20,52484.5,23796.7,0,73.379,5077.428,18.398,1,0,U,0.27794,0,0.0414,,,4.5,,,,2.18E-13,0,0,6.69E+41,0,0,2167.97,0,2566.54,0,1664.57,0,xmm
NGC 2110,0145670101,x21,52703.7,4498.99,5.732,20.465,387.268,5.081,1,6.13E-160,U,0.124001,0,0.2,,,4.5,,,,1.39E-13,0,0,1.72E+40,0,0,41.7705,0,184.534,0,299.478,0,xmm
NGC 247,0110990301,x22,52098.6,3018,0,15.447,234.202,3.951,1,0,U,0.116017,0,0.2,same as xmm fit for this event,,1.62,same as xmm fit for this event,,,1.10E-13,0,0,6.60E+37,0,0,78.9545,0,98.5635,0,169.256,0,xmm
NGC 247,0601010101,x23,55192.8,29657.2,0,27.17,733.663,7.225,1,0,U,0.0322879,0,0.2,same as xmm fit for this event,,1.62,same as xmm fit for this event,,,3.05E-14,0,0,1.84E+37,0,0,219.092,0,262.697,0,525.989,0,xmm
NGC 247,0728190101,x24,56839.2,30716.6,7981.423,94.067,809.577,7.59,0,1,D,0.324801,0.00382802,0.2,-0.03,0.03,1.62,-0.07,0.07,1.09 (306),3.43E-13,3.38E-13,3.47E-13,2.07E+38,2.04E+38,2.09E+38,2609.58,59.6038,3879.42,72.1,2754.4,57.018,xmm
NGC 3599,0411980101,x25,53909.5,4417,214,16.511,54.267,1.902,0,1,D,0.0605615,0.00467257,0.0141,,,2.71,-0.32,0.37,1.00 (9 ),1.27E-13,1.15E-13,1.43E-13,4.69E+41,4.25E+41,5.28E+41,157.916,14.6688,75.5838,10.7413,47.7883,0,xmm
NGC 3599,0556090101,x26,54802.5,41693.9,552.268,30.02,326.73,4.721,0,1,D,0.0165572,0.000900011,0.0141,,,2.43,-0.2,0.21,1.36 (34),3.49E-14,3.27E-14,3.67E-14,1.29E+41,1.21E+41,1.35E+41,397.668,24.7025,216.5,19.6288,239.4,0,xmm
PGC 1127938,0153170101,x27,52831.9,11317.9,0,11.633,147.323,3.215,1,0,U,0.0194656,0,0.04,,,4.5,,,,1.51E-14,0,0,1.34E+40,0,0,47.5571,0,53.5898,0,126.088,0,xmm
Pictor A,0090050701,x28,51985.6,16154.8,39854,200.993,511.995,5.657,0,1,D,3.08376,0.0155521,0.0412,,,1.73,-0.01,0.01,0.98 (718),4.06E-12,4.03E-12,4.08E-12,1.07E+43,1.06E+43,1.08E+43,18320.7,153.085,17629.4,150.236,10439.3,105.028,xmm
Pictor A,0206390101,x29,53384.2,48035.8,179516.391,427.508,3043.61,14.245,0,1,D,4.67142,0.0111247,0.0412,,,1.74,-0.01,0.01,0.99 (1331),6.39E-12,6.37E-12,6.40E-12,1.68E+43,1.68E+43,1.69E+43,83790,326.465,82081.1,323.059,46977.8,218.904,xmm
PTF-10iam,0060370101,x30,52308.2,7497.4,2.2,4.37,15.8,1.03,0.999998,2.31E-06,U,0.00435049,0,0.01,,,4.5,,,,1.43E-14,0,0,4.46E+41,0,0,10.0885,0,12.208,0,18,0,xmm
PTF-10iam,0060370901,x31,52311.9,26985.6,19.199,10.318,81.801,2.335,1,1.60E-17,U,0.00474907,0,0.01,,,4.5,,,,1.56E-14,0,0,4.87E+41,0,0,22.1243,0,41.102,0,75.3226,0,xmm
RBS 1032,0604020101,x32,55156.2,10651,132.302,42.705,1585.698,10.282,1,0,U,0.18835,0,0.0198,,,4.5,,,,1.03E-13,0,0,1.56E+41,0,0,371.015,0,537.738,0,1012.29,0,xmm
RX J1242-11A,0136950201,x33,52081.8,26656.6,8.192,8.476,61.808,1.357,1,1.10E-18,U,0.00386165,0,0.0352,,,4.5,,,,2.81E-15,0,0,1.65E+40,0,0,40.8676,0,27.3656,0,47.3922,0,xmm
SDSS J0159,0101640201,x34,51754.9,5900,533.523,24.589,66.477,2.144,0,1,D,0.113035,0.00520953,0.0266,,,2.03,-0.15,0.16,0.68 (25),2.98E-13,2.82E-13,3.15E-13,1.06E+44,1.00E+44,1.12E+44,301.084,20.1638,221.584,17.4125,108.067,12.274,xmm
SDSS J0939,0411980301,x35,54040.5,4835.77,1446.801,38.803,55.199,1.918,0,1,D,0.373984,0.0100302,0.0124,,,3.03,-0.12,0.13,1.25 (58),9.35E-13,8.86E-13,9.74E-13,9.69E+43,9.18E+43,1.01E+44,1204.42,39.1963,431.75,23.6788,138.734,12.83,xmm
SDSS J1201,0555060301,x36,55369.4,21819.2,2875.786,63.383,1070.214,8.447,0,1,D,0.164751,0.00363116,0.24,-0.08,0.08,5.06,-0.45,-0.5,1.17 (126),3.45E-13,3.21E-13,3.60E-13,2.06E+43,1.92E+43,2.15E+43,2845.33,62.1788,675.413,35.1238,727.694,0,xmm
SDSS J1201,0555060401,x37,55523,18514.4,457.193,32.992,391.807,6.281,1,2.30E-14,D,0.0304625,0,0.61,-0.36,0.23,8.24,-2.4,2.4,0.92 (37),5.67E-14,3.40E-14,5.92E-14,3.39E+42,2.03E+42,3.53E+42,479.583,28.0488,213.827,0,421.67,0,xmm
SDSS J1201,0555060501,x38,55552.9,18955.8,48,25.964,586.994,6.256,1,6.65E-185,U,0.0435016,0,0.425,average of xmm fits for this event,,6.65,average of xmm fits for this event,,,4.76E-14,0,0,2.84E+42,0,0,146.433,0,186.716,0,439.912,0,xmm
SDSS J1311,0093030101,x39,52267.2,33596.3,0,23.475,676.14,6.714,1,0,U,0.0280589,0,0.0182,,,4.5,,,,1.47E-14,0,0,1.41E+42,0,0,345.748,0,329.981,0,271.396,0,xmm
SDSS J1311,0693820201,x40,56300.3,49466.4,0,0.067,199.265,3.645,1,7.37E-75,U,0.00574639,0,0.0182,,,4.5,,,,3.00E-15,0,0,2.89E+41,0,0,1,0,1.05441,0,1,0,xmm
SDSS J1323,0411980501,x41,53931.1,5016.76,33.4,8.234,26.933,1.34,0,1,D,0.0083221,0.00205162,0.01,,,4.5,,,,3.75E-15,2.96E-15,4.54E-15,7.24E+40,5.72E+40,8.78E+40,25.25,6.42125,19.5809,0,32.5238,0,xmm
Swift J1644+57,0658400801,x42,55651.4,2034.48,8.6,6.73,34.4,1.514,1,1.62E-08,U,0.0319464,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,1.89E-14,0,0,9.23E+42,0,0,9.29669,0,22.7491,0,36.95,0,xmm
Swift J1644+57,0678380101,x43,55667.4,21464.9,194050.43,444.127,2998.57,14.139,0,1,D,11.3004,0.0258635,0.95,-0.01,0.01,1.71,-0.01,0.01,1.27 (1642),9.03E-12,9.00E-12,9.06E-12,4.42E+45,4.41E+45,4.44E+45,16162.8,143.399,98434.2,353.526,102494,322.838,xmm
Swift J1644+57,0678380201,x44,55681.3,22363,142045.203,381.351,3300.8,14.84,0,1,D,7.93976,0.021316,1.04,-0.01,0.01,1.54,-0.01,0.01,1.11 (1579),5.14E-12,5.11E-12,5.16E-12,2.52E+45,2.50E+45,2.53E+45,8790.42,106.798,65351.3,288.538,82807.7,291.652,xmm
Swift J1644+57,0678380301,x45,55697.3,22568.7,16770.656,135.067,1380.344,9.593,0,1,D,0.928866,0.00748087,0.96,-0.04,0.04,1.87,-0.04,0.04,1.03 (583),6.93E-13,6.88E-13,7.02E-13,3.39E+44,3.37E+44,3.44E+44,1539.33,47.0463,9108.33,109.206,8265.13,95.952,xmm
Swift J1644+57,0678380501,x46,55745.3,16556.5,3202.133,58.13,165.867,3.325,0,1,D,0.241757,0.00438875,0.98,-0.09,0.1,1.56,-0.09,0.09,1.23 (139),1.53E-13,1.49E-13,1.57E-13,7.49E+43,7.30E+43,7.69E+43,198.084,17.0825,1508.83,44.1888,1839.6,44.109,xmm
Swift J1644+57,0678380601,x47,55757.1,22863.6,31463.7,179.09,572.266,6.177,0,1,D,1.72019,0.00979123,1.13,-0.05,0.05,1.35,-0.05,0.05,0.93 (615),7.87E-13,7.80E-13,7.96E-13,3.86E+44,3.82E+44,3.90E+44,1403.08,42.815,12586.3,126.509,20290.9,143.795,xmm
Swift J1644+57,0678380701,x48,55769.1,13915.3,16218.81,128.59,296.194,4.44,0,1,D,1.45692,0.0115511,1.17,-0.18,0.21,1.48,-0.22,0.23,1.10 (123),1.19E-13,1.10E-13,1.23E-13,5.83E+43,5.39E+43,6.02E+43,749.584,31.3988,6472.75,90.695,10445.7,103.172,xmm
